"date","time","home_team","away_team","home_odds","away_odds","home_score","away_score","home_prob","away_prob","pinnacle_margin"
"12/23/2018","17:00","Philadelphia Eagles","Houston Texans",-127,106,"32","30",0.559471365638767,0.485436893203884,0.0449082588426499
"12/23/2018","00:20","Los Angeles Chargers","Baltimore Ravens",-217,177,"10","22",0.684542586750789,0.36101083032491,0.0455534170756984
"12/22/2018","20:30","Tennessee Titans","Washington Commanders",-667,463,"25","16",0.869621903520209,0.177619893428064,0.0472417969482726
"12/18/2018","00:15","Carolina Panthers","New Orleans Saints",214,-263,"9","9",0.318471337579618,0.724517906336088,0.042989243915706
"12/17/2018","00:20","Los Angeles Rams","Philadelphia Eagles",-833,584,"23","30",0.892818863879957,0.146198830409357,0.0390176942893137
"12/16/2018","20:25","Pittsburgh Steelers","New England Patriots",119,-141,"17","10",0.45662100456621,0.5850622406639,0.0416832452301104
"12/16/2018","20:05","San Francisco 49ers","Seattle Seahawks",175,-213,"26","23",0.363636363636364,0.680511182108626,0.0441475457449898
"12/16/2018","17:00","Cincinnati Bengals","Las Vegas Raiders",-161,137,"30","16",0.616858237547893,0.421940928270042,0.038799165817935
"12/16/2018","17:00","Jacksonville Jaguars","Washington Commanders",-333,267,"13","16",0.76905311778291,0.272479564032698,0.0415326818156077
"02/03/2019","22:30","Los Angeles Rams","New England Patriots",110,-128,"3","3",0.476190476190476,0.56140350877193,0.0375939849624061
"01/27/2019","19:00","NFC","AFC",-106,-118,"7","7",0.514563106796116,0.541284403669725,0.0558475104658411
"01/20/2019","22:40","Kansas City Chiefs","New England Patriots",-169,145,"31","37",0.628252788104089,0.408163265306122,0.0364160534102116
"01/20/2019","19:05","New Orleans Saints","Los Angeles Rams",-164,141,"23","26",0.621212121212121,0.4149377593361,0.0361498805482208
"01/13/2019","20:40","New Orleans Saints","Philadelphia Eagles",-385,309,"20","14",0.793814432989691,0.244498777506112,0.0383132104958031
"01/13/2019","17:05","New England Patriots","Los Angeles Chargers",-196,165,"41","28",0.662162162162162,0.377358490566038,0.0395206527281999
"01/13/2019","00:15","Los Angeles Rams","Dallas Cowboys",-345,277,"30","22",0.775280898876405,0.26525198938992,0.040532888266325
"01/12/2019","20:35","Kansas City Chiefs","Indianapolis Colts",-208,173,"31","13",0.675324675324675,0.366300366300366,0.0416250416250417
"01/06/2019","20:40","Chicago Bears","Philadelphia Eagles",-286,229,"15","16",0.740932642487047,0.303951367781155,0.0448840102682018
"01/06/2019","17:05","Baltimore Ravens","Los Angeles Chargers",-149,127,"17","23",0.598393574297189,0.440528634361233,0.0389222086584222
"01/06/2019","00:15","Dallas Cowboys","Seattle Seahawks",-147,125,"24","22",0.595141700404858,0.444444444444444,0.0395861448493027
"01/05/2019","20:35","Houston Texans","Indianapolis Colts",-127,106,"7","7",0.559471365638767,0.485436893203884,0.0449082588426499
"12/31/2018","00:20","Tennessee Titans","Indianapolis Colts",192,-233,"17","33",0.342465753424658,0.6996996996997,0.0421654531243572
"12/30/2018","20:25","Baltimore Ravens","Cleveland Browns",-333,268,"26","24",0.76905311778291,0.271739130434783,0.0407922482176926
"12/30/2018","20:25","Denver Broncos","Los Angeles Chargers",240,-303,"9","9",0.294117647058824,0.751861042183623,0.0459786892424463
"12/30/2018","20:25","Kansas City Chiefs","Las Vegas Raiders",-909,596,"35","3",0.900891972249752,0.14367816091954,0.0445701331692923
"12/30/2018","20:25","Los Angeles Rams","San Francisco 49ers",-500,376,"48","32",0.833333333333333,0.210084033613445,0.0434173669467788
"12/30/2018","20:25","Minnesota Vikings","Chicago Bears",-244,202,"10","24",0.709302325581395,0.33112582781457,0.0404281533959649
"12/30/2018","20:25","Pittsburgh Steelers","Cincinnati Bengals",-769,504,"16","13",0.884925201380898,0.165562913907285,0.0504881152881824
"12/30/2018","20:25","Seattle Seahawks","Arizona Cardinals",-909,598,"27","24",0.900891972249752,0.143266475644699,0.0441584478944512
"12/30/2018","20:25","Washington Commanders","Philadelphia Eagles",212,-263,"0","0",0.32051282051282,0.724517906336088,0.0450307268489087
"12/30/2018","17:00","Buffalo Bills","Miami Dolphins",-256,211,"42","17",0.719101123595506,0.321543408360129,0.0406445319556341
"12/30/2018","17:00","Green Bay Packers","Detroit Lions",-345,272,"0","0",0.775280898876405,0.268817204301075,0.0440981031774799
"12/30/2018","17:00","Houston Texans","Jacksonville Jaguars",-333,264,"20","3",0.76905311778291,0.274725274725275,0.0437783925081847
"12/30/2018","17:00","New England Patriots","New York Jets",-833,561,"38","3",0.892818863879957,0.151285930408472,0.044104794288429
"12/30/2018","17:00","New Orleans Saints","Carolina Panthers",-357,281,"14","33",0.781181619256018,0.26246719160105,0.0436488108570674
"12/30/2018","17:00","New York Giants","Dallas Cowboys",-345,268,"35","36",0.775280898876405,0.271739130434783,0.0470200293111871
"12/30/2018","17:00","Tampa Bay Buccaneers","Atlanta Falcons",123,-147,"32","34",0.448430493273543,0.595141700404858,0.043572193678401
"12/25/2018","00:15","Las Vegas Raiders","Denver Broncos",108,-132,"27","14",0.480769230769231,0.568965517241379,0.0497347480106101
"12/24/2018","00:20","Seattle Seahawks","Kansas City Chiefs",100,-120,"38","31",0.5,0.545454545454545,0.0454545454545454
"12/23/2018","20:25","New Orleans Saints","Pittsburgh Steelers",-270,221,"31","28",0.72972972972973,0.311526479750779,0.0412562094805087
"12/23/2018","20:05","Arizona Cardinals","Los Angeles Rams",537,-833,"9","9",0.156985871271586,0.892818863879957,0.0498047351515425
"12/23/2018","20:05","San Francisco 49ers","Chicago Bears",170,-208,"9","9",0.37037037037037,0.675324675324675,0.0456950456950458
"12/23/2018","17:00","Carolina Panthers","Atlanta Falcons",124,-147,"10","24",0.446428571428571,0.595141700404858,0.0415702718334297
"12/23/2018","17:00","Cleveland Browns","Cincinnati Bengals",-435,338,"26","18",0.813084112149533,0.228310502283105,0.0413946144326378
"12/23/2018","17:00","Dallas Cowboys","Tampa Bay Buccaneers",-333,263,"27","20",0.76905311778291,0.275482093663912,0.0445352114468218
"12/23/2018","17:00","Detroit Lions","Minnesota Vikings",223,-278,"9","9",0.309597523219814,0.735449735449735,0.0450472586695496
"12/23/2018","17:00","Indianapolis Colts","New York Giants",-476,351,"28","27",0.826388888888889,0.221729490022173,0.048118378911062
"12/23/2018","17:00","Miami Dolphins","Jacksonville Jaguars",-172,143,"7","7",0.632352941176471,0.411522633744856,0.0438755749213267
"12/23/2018","17:00","New England Patriots","Buffalo Bills",-833,554,"24","12",0.892818863879957,0.152905198776758,0.0457240626567155
"12/23/2018","17:00","New York Jets","Green Bay Packers",133,-159,"38","44",0.429184549356223,0.613899613899614,0.0430841632558372
"12/23/2018","17:00","Philadelphia Eagles","Houston Texans",-127,106,"32","30",0.559471365638767,0.485436893203884,0.0449082588426499
"12/23/2018","00:20","Los Angeles Chargers","Baltimore Ravens",-217,177,"10","22",0.684542586750789,0.36101083032491,0.0455534170756984
"12/22/2018","20:30","Tennessee Titans","Washington Commanders",-667,463,"25","16",0.869621903520209,0.177619893428064,0.0472417969482726
"12/18/2018","00:15","Carolina Panthers","New Orleans Saints",214,-263,"9","9",0.318471337579618,0.724517906336088,0.042989243915706
"12/17/2018","00:20","Los Angeles Rams","Philadelphia Eagles",-833,584,"23","30",0.892818863879957,0.146198830409357,0.0390176942893137
"12/16/2018","20:25","Pittsburgh Steelers","New England Patriots",119,-141,"17","10",0.45662100456621,0.5850622406639,0.0416832452301104
"12/16/2018","20:05","San Francisco 49ers","Seattle Seahawks",175,-213,"26","23",0.363636363636364,0.680511182108626,0.0441475457449898
"12/16/2018","17:00","Cincinnati Bengals","Las Vegas Raiders",-161,137,"30","16",0.616858237547893,0.421940928270042,0.038799165817935
"12/16/2018","17:00","Jacksonville Jaguars","Washington Commanders",-333,267,"13","16",0.76905311778291,0.272479564032698,0.0415326818156077
"02/03/2019","22:30","Los Angeles Rams","New England Patriots",110,-128,"3","3",0.476190476190476,0.56140350877193,0.0375939849624061
"01/27/2019","19:00","NFC","AFC",-106,-118,"7","7",0.514563106796116,0.541284403669725,0.0558475104658411
"01/20/2019","22:40","Kansas City Chiefs","New England Patriots",-169,145,"31","37",0.628252788104089,0.408163265306122,0.0364160534102116
"01/20/2019","19:05","New Orleans Saints","Los Angeles Rams",-164,141,"23","26",0.621212121212121,0.4149377593361,0.0361498805482208
"01/13/2019","20:40","New Orleans Saints","Philadelphia Eagles",-385,309,"20","14",0.793814432989691,0.244498777506112,0.0383132104958031
"01/13/2019","17:05","New England Patriots","Los Angeles Chargers",-196,165,"41","28",0.662162162162162,0.377358490566038,0.0395206527281999
"01/13/2019","00:15","Los Angeles Rams","Dallas Cowboys",-345,277,"30","22",0.775280898876405,0.26525198938992,0.040532888266325
"01/12/2019","20:35","Kansas City Chiefs","Indianapolis Colts",-208,173,"31","13",0.675324675324675,0.366300366300366,0.0416250416250417
"01/06/2019","20:40","Chicago Bears","Philadelphia Eagles",-286,229,"15","16",0.740932642487047,0.303951367781155,0.0448840102682018
"01/06/2019","17:05","Baltimore Ravens","Los Angeles Chargers",-149,127,"17","23",0.598393574297189,0.440528634361233,0.0389222086584222
"01/06/2019","00:15","Dallas Cowboys","Seattle Seahawks",-147,125,"24","22",0.595141700404858,0.444444444444444,0.0395861448493027
"01/05/2019","20:35","Houston Texans","Indianapolis Colts",-127,106,"7","7",0.559471365638767,0.485436893203884,0.0449082588426499
"12/31/2018","00:20","Tennessee Titans","Indianapolis Colts",192,-233,"17","33",0.342465753424658,0.6996996996997,0.0421654531243572
"12/30/2018","20:25","Baltimore Ravens","Cleveland Browns",-333,268,"26","24",0.76905311778291,0.271739130434783,0.0407922482176926
"12/30/2018","20:25","Denver Broncos","Los Angeles Chargers",240,-303,"9","9",0.294117647058824,0.751861042183623,0.0459786892424463
"12/30/2018","20:25","Kansas City Chiefs","Las Vegas Raiders",-909,596,"35","3",0.900891972249752,0.14367816091954,0.0445701331692923
"12/30/2018","20:25","Los Angeles Rams","San Francisco 49ers",-500,376,"48","32",0.833333333333333,0.210084033613445,0.0434173669467788
"12/30/2018","20:25","Minnesota Vikings","Chicago Bears",-244,202,"10","24",0.709302325581395,0.33112582781457,0.0404281533959649
"12/30/2018","20:25","Pittsburgh Steelers","Cincinnati Bengals",-769,504,"16","13",0.884925201380898,0.165562913907285,0.0504881152881824
"12/30/2018","20:25","Seattle Seahawks","Arizona Cardinals",-909,598,"27","24",0.900891972249752,0.143266475644699,0.0441584478944512
"12/30/2018","20:25","Washington Commanders","Philadelphia Eagles",212,-263,"0","0",0.32051282051282,0.724517906336088,0.0450307268489087
"12/30/2018","17:00","Buffalo Bills","Miami Dolphins",-256,211,"42","17",0.719101123595506,0.321543408360129,0.0406445319556341
"12/30/2018","17:00","Green Bay Packers","Detroit Lions",-345,272,"0","0",0.775280898876405,0.268817204301075,0.0440981031774799
"12/30/2018","17:00","Houston Texans","Jacksonville Jaguars",-333,264,"20","3",0.76905311778291,0.274725274725275,0.0437783925081847
"12/30/2018","17:00","New England Patriots","New York Jets",-833,561,"38","3",0.892818863879957,0.151285930408472,0.044104794288429
"12/30/2018","17:00","New Orleans Saints","Carolina Panthers",-357,281,"14","33",0.781181619256018,0.26246719160105,0.0436488108570674
"12/30/2018","17:00","New York Giants","Dallas Cowboys",-345,268,"35","36",0.775280898876405,0.271739130434783,0.0470200293111871
"12/30/2018","17:00","Tampa Bay Buccaneers","Atlanta Falcons",123,-147,"32","34",0.448430493273543,0.595141700404858,0.043572193678401
"12/25/2018","00:15","Las Vegas Raiders","Denver Broncos",108,-132,"27","14",0.480769230769231,0.568965517241379,0.0497347480106101
"12/24/2018","00:20","Seattle Seahawks","Kansas City Chiefs",100,-120,"38","31",0.5,0.545454545454545,0.0454545454545454
"12/23/2018","20:25","New Orleans Saints","Pittsburgh Steelers",-270,221,"31","28",0.72972972972973,0.311526479750779,0.0412562094805087
"12/23/2018","20:05","Arizona Cardinals","Los Angeles Rams",537,-833,"9","9",0.156985871271586,0.892818863879957,0.0498047351515425
"12/23/2018","20:05","San Francisco 49ers","Chicago Bears",170,-208,"9","9",0.37037037037037,0.675324675324675,0.0456950456950458
"12/23/2018","17:00","Carolina Panthers","Atlanta Falcons",124,-147,"10","24",0.446428571428571,0.595141700404858,0.0415702718334297
"12/23/2018","17:00","Cleveland Browns","Cincinnati Bengals",-435,338,"26","18",0.813084112149533,0.228310502283105,0.0413946144326378
"12/23/2018","17:00","Dallas Cowboys","Tampa Bay Buccaneers",-333,263,"27","20",0.76905311778291,0.275482093663912,0.0445352114468218
"12/23/2018","17:00","Detroit Lions","Minnesota Vikings",223,-278,"9","9",0.309597523219814,0.735449735449735,0.0450472586695496
"12/23/2018","17:00","Indianapolis Colts","New York Giants",-476,351,"28","27",0.826388888888889,0.221729490022173,0.048118378911062
"12/23/2018","17:00","Miami Dolphins","Jacksonville Jaguars",-172,143,"7","7",0.632352941176471,0.411522633744856,0.0438755749213267
"12/23/2018","17:00","New England Patriots","Buffalo Bills",-833,554,"24","12",0.892818863879957,0.152905198776758,0.0457240626567155
"12/23/2018","17:00","New York Jets","Green Bay Packers",133,-159,"38","44",0.429184549356223,0.613899613899614,0.0430841632558372
"12/23/2018","17:00","Philadelphia Eagles","Houston Texans",-127,106,"32","30",0.559471365638767,0.485436893203884,0.0449082588426499
"12/23/2018","00:20","Los Angeles Chargers","Baltimore Ravens",-217,177,"10","22",0.684542586750789,0.36101083032491,0.0455534170756984
"12/22/2018","20:30","Tennessee Titans","Washington Commanders",-667,463,"25","16",0.869621903520209,0.177619893428064,0.0472417969482726
"12/18/2018","00:15","Carolina Panthers","New Orleans Saints",214,-263,"9","9",0.318471337579618,0.724517906336088,0.042989243915706
"12/17/2018","00:20","Los Angeles Rams","Philadelphia Eagles",-833,584,"23","30",0.892818863879957,0.146198830409357,0.0390176942893137
"12/16/2018","20:25","Pittsburgh Steelers","New England Patriots",119,-141,"17","10",0.45662100456621,0.5850622406639,0.0416832452301104
"12/16/2018","20:05","San Francisco 49ers","Seattle Seahawks",175,-213,"26","23",0.363636363636364,0.680511182108626,0.0441475457449898
"12/16/2018","17:00","Cincinnati Bengals","Las Vegas Raiders",-161,137,"30","16",0.616858237547893,0.421940928270042,0.038799165817935
"12/16/2018","17:00","Jacksonville Jaguars","Washington Commanders",-333,267,"13","16",0.76905311778291,0.272479564032698,0.0415326818156077
"02/03/2019","22:30","Los Angeles Rams","New England Patriots",110,-128,"3","3",0.476190476190476,0.56140350877193,0.0375939849624061
"01/27/2019","19:00","NFC","AFC",-106,-118,"7","7",0.514563106796116,0.541284403669725,0.0558475104658411
"01/20/2019","22:40","Kansas City Chiefs","New England Patriots",-169,145,"31","37",0.628252788104089,0.408163265306122,0.0364160534102116
"01/20/2019","19:05","New Orleans Saints","Los Angeles Rams",-164,141,"23","26",0.621212121212121,0.4149377593361,0.0361498805482208
"01/13/2019","20:40","New Orleans Saints","Philadelphia Eagles",-385,309,"20","14",0.793814432989691,0.244498777506112,0.0383132104958031
"01/13/2019","17:05","New England Patriots","Los Angeles Chargers",-196,165,"41","28",0.662162162162162,0.377358490566038,0.0395206527281999
"01/13/2019","00:15","Los Angeles Rams","Dallas Cowboys",-345,277,"30","22",0.775280898876405,0.26525198938992,0.040532888266325
"01/12/2019","20:35","Kansas City Chiefs","Indianapolis Colts",-208,173,"31","13",0.675324675324675,0.366300366300366,0.0416250416250417
"01/06/2019","20:40","Chicago Bears","Philadelphia Eagles",-286,229,"15","16",0.740932642487047,0.303951367781155,0.0448840102682018
"01/06/2019","17:05","Baltimore Ravens","Los Angeles Chargers",-149,127,"17","23",0.598393574297189,0.440528634361233,0.0389222086584222
"01/06/2019","00:15","Dallas Cowboys","Seattle Seahawks",-147,125,"24","22",0.595141700404858,0.444444444444444,0.0395861448493027
"01/05/2019","20:35","Houston Texans","Indianapolis Colts",-127,106,"7","7",0.559471365638767,0.485436893203884,0.0449082588426499
"12/31/2018","00:20","Tennessee Titans","Indianapolis Colts",192,-233,"17","33",0.342465753424658,0.6996996996997,0.0421654531243572
"12/30/2018","20:25","Baltimore Ravens","Cleveland Browns",-333,268,"26","24",0.76905311778291,0.271739130434783,0.0407922482176926
"12/30/2018","20:25","Denver Broncos","Los Angeles Chargers",240,-303,"9","9",0.294117647058824,0.751861042183623,0.0459786892424463
"12/30/2018","20:25","Kansas City Chiefs","Las Vegas Raiders",-909,596,"35","3",0.900891972249752,0.14367816091954,0.0445701331692923
"12/30/2018","20:25","Los Angeles Rams","San Francisco 49ers",-500,376,"48","32",0.833333333333333,0.210084033613445,0.0434173669467788
"12/30/2018","20:25","Minnesota Vikings","Chicago Bears",-244,202,"10","24",0.709302325581395,0.33112582781457,0.0404281533959649
"12/30/2018","20:25","Pittsburgh Steelers","Cincinnati Bengals",-769,504,"16","13",0.884925201380898,0.165562913907285,0.0504881152881824
"12/30/2018","20:25","Seattle Seahawks","Arizona Cardinals",-909,598,"27","24",0.900891972249752,0.143266475644699,0.0441584478944512
"12/30/2018","20:25","Washington Commanders","Philadelphia Eagles",212,-263,"0","0",0.32051282051282,0.724517906336088,0.0450307268489087
"12/30/2018","17:00","Buffalo Bills","Miami Dolphins",-256,211,"42","17",0.719101123595506,0.321543408360129,0.0406445319556341
"12/30/2018","17:00","Green Bay Packers","Detroit Lions",-345,272,"0","0",0.775280898876405,0.268817204301075,0.0440981031774799
"12/30/2018","17:00","Houston Texans","Jacksonville Jaguars",-333,264,"20","3",0.76905311778291,0.274725274725275,0.0437783925081847
"12/30/2018","17:00","New England Patriots","New York Jets",-833,561,"38","3",0.892818863879957,0.151285930408472,0.044104794288429
"12/30/2018","17:00","New Orleans Saints","Carolina Panthers",-357,281,"14","33",0.781181619256018,0.26246719160105,0.0436488108570674
"12/30/2018","17:00","New York Giants","Dallas Cowboys",-345,268,"35","36",0.775280898876405,0.271739130434783,0.0470200293111871
"12/30/2018","17:00","Tampa Bay Buccaneers","Atlanta Falcons",123,-147,"32","34",0.448430493273543,0.595141700404858,0.043572193678401
"12/25/2018","00:15","Las Vegas Raiders","Denver Broncos",108,-132,"27","14",0.480769230769231,0.568965517241379,0.0497347480106101
"12/24/2018","00:20","Seattle Seahawks","Kansas City Chiefs",100,-120,"38","31",0.5,0.545454545454545,0.0454545454545454
"12/23/2018","20:25","New Orleans Saints","Pittsburgh Steelers",-270,221,"31","28",0.72972972972973,0.311526479750779,0.0412562094805087
"12/23/2018","20:05","Arizona Cardinals","Los Angeles Rams",537,-833,"9","9",0.156985871271586,0.892818863879957,0.0498047351515425
"12/23/2018","20:05","San Francisco 49ers","Chicago Bears",170,-208,"9","9",0.37037037037037,0.675324675324675,0.0456950456950458
"12/23/2018","17:00","Carolina Panthers","Atlanta Falcons",124,-147,"10","24",0.446428571428571,0.595141700404858,0.0415702718334297
"12/23/2018","17:00","Cleveland Browns","Cincinnati Bengals",-435,338,"26","18",0.813084112149533,0.228310502283105,0.0413946144326378
"12/23/2018","17:00","Dallas Cowboys","Tampa Bay Buccaneers",-333,263,"27","20",0.76905311778291,0.275482093663912,0.0445352114468218
"12/23/2018","17:00","Detroit Lions","Minnesota Vikings",223,-278,"9","9",0.309597523219814,0.735449735449735,0.0450472586695496
"12/23/2018","17:00","Indianapolis Colts","New York Giants",-476,351,"28","27",0.826388888888889,0.221729490022173,0.048118378911062
"12/23/2018","17:00","Miami Dolphins","Jacksonville Jaguars",-172,143,"7","7",0.632352941176471,0.411522633744856,0.0438755749213267
"12/23/2018","17:00","New England Patriots","Buffalo Bills",-833,554,"24","12",0.892818863879957,0.152905198776758,0.0457240626567155
"12/23/2018","17:00","New York Jets","Green Bay Packers",133,-159,"38","44",0.429184549356223,0.613899613899614,0.0430841632558372
"12/23/2018","17:00","Philadelphia Eagles","Houston Texans",-127,106,"32","30",0.559471365638767,0.485436893203884,0.0449082588426499
"12/23/2018","00:20","Los Angeles Chargers","Baltimore Ravens",-217,177,"10","22",0.684542586750789,0.36101083032491,0.0455534170756984
"12/22/2018","20:30","Tennessee Titans","Washington Commanders",-667,463,"25","16",0.869621903520209,0.177619893428064,0.0472417969482726
"12/18/2018","00:15","Carolina Panthers","New Orleans Saints",214,-263,"9","9",0.318471337579618,0.724517906336088,0.042989243915706
"12/17/2018","00:20","Los Angeles Rams","Philadelphia Eagles",-833,584,"23","30",0.892818863879957,0.146198830409357,0.0390176942893137
"12/16/2018","20:25","Pittsburgh Steelers","New England Patriots",119,-141,"17","10",0.45662100456621,0.5850622406639,0.0416832452301104
"12/16/2018","20:05","San Francisco 49ers","Seattle Seahawks",175,-213,"26","23",0.363636363636364,0.680511182108626,0.0441475457449898
"12/16/2018","17:00","Cincinnati Bengals","Las Vegas Raiders",-161,137,"30","16",0.616858237547893,0.421940928270042,0.038799165817935
"12/16/2018","17:00","Jacksonville Jaguars","Washington Commanders",-333,267,"13","16",0.76905311778291,0.272479564032698,0.0415326818156077
"02/03/2019","22:30","Los Angeles Rams","New England Patriots",110,-128,"3","3",0.476190476190476,0.56140350877193,0.0375939849624061
"01/27/2019","19:00","NFC","AFC",-106,-118,"7","7",0.514563106796116,0.541284403669725,0.0558475104658411
"01/20/2019","22:40","Kansas City Chiefs","New England Patriots",-169,145,"31","37",0.628252788104089,0.408163265306122,0.0364160534102116
"01/20/2019","19:05","New Orleans Saints","Los Angeles Rams",-164,141,"23","26",0.621212121212121,0.4149377593361,0.0361498805482208
"01/13/2019","20:40","New Orleans Saints","Philadelphia Eagles",-385,309,"20","14",0.793814432989691,0.244498777506112,0.0383132104958031
"01/13/2019","17:05","New England Patriots","Los Angeles Chargers",-196,165,"41","28",0.662162162162162,0.377358490566038,0.0395206527281999
"01/13/2019","00:15","Los Angeles Rams","Dallas Cowboys",-345,277,"30","22",0.775280898876405,0.26525198938992,0.040532888266325
"01/12/2019","20:35","Kansas City Chiefs","Indianapolis Colts",-208,173,"31","13",0.675324675324675,0.366300366300366,0.0416250416250417
"01/06/2019","20:40","Chicago Bears","Philadelphia Eagles",-286,229,"15","16",0.740932642487047,0.303951367781155,0.0448840102682018
"01/06/2019","17:05","Baltimore Ravens","Los Angeles Chargers",-149,127,"17","23",0.598393574297189,0.440528634361233,0.0389222086584222
"01/06/2019","00:15","Dallas Cowboys","Seattle Seahawks",-147,125,"24","22",0.595141700404858,0.444444444444444,0.0395861448493027
